"q_name";"january";"february";"march";"april";"may";"june";"july";"august";"september";"october";"november";"december"
"q00";3.70931149544952e-05;3.70931149544952e-05;3.70931149544952e-05;3.70931149544952e-05;3.70931149544952e-05;3.70931149544952e-05;3.70931149544952e-05;3.70931149544952e-05;3.70931149544952e-05;3.70931149544952e-05;3.70931149544952e-05;3.70931149544952e-05
"q01";0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607
"q02";0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607
"q03";0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607
"q04";0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607;0.138420086758607
"q05";0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828
"q06";0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828
"q07";0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828
"q08";0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828;0.00605403251937828
"q09";0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357
"q10";0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357;0.1348721674357
